class_name,image_type,parent_id,filename,assigned_split,status_reason,relative_output_path
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__brightness_reduction__factor_0p6.jpg
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__contrast_reduction__factor_0p7.jpg
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__gaussian_blur__sigma_2p2.jpg
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__gaussian_noise__var_0p02.jpg
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__mirror__axis_x.jpg
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__mirror__axis_y.jpg
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__motion_blur__kernel_11__angle_45deg.jpg
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__motion_blur__kernel_7__angle_0deg.jpg
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__motion_blur__kernel_9__angle_90deg.jpg
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__rotation__angle_-10deg.jpg
FreshFish,Augmented,a_salmon_fresh_02,a_salmon_fresh_02__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_02__rotation__angle_10deg.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__brightness_reduction__factor_0p6.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__contrast_reduction__factor_0p7.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__gaussian_blur__sigma_2p2.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__gaussian_noise__var_0p02.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__mirror__axis_x.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__mirror__axis_y.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__motion_blur__kernel_11__angle_45deg.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__motion_blur__kernel_7__angle_0deg.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__motion_blur__kernel_9__angle_90deg.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__rotation__angle_-10deg.jpg
FreshFish,Augmented,a_salmon_fresh_03,a_salmon_fresh_03__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_03__rotation__angle_10deg.jpg
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__brightness_reduction__factor_0p6.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__contrast_reduction__factor_0p7.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__gaussian_blur__sigma_2p2.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__gaussian_noise__var_0p02.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__mirror__axis_x.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__mirror__axis_y.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__motion_blur__kernel_11__angle_45deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__motion_blur__kernel_7__angle_0deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__motion_blur__kernel_9__angle_90deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__rotation__angle_-10deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_04,a_salmon_fresh_04__rotation__angle_10deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__brightness_reduction__factor_0p6.jpg
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__contrast_reduction__factor_0p7.jpg
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__gaussian_blur__sigma_2p2.jpg
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__gaussian_noise__var_0p02.jpg
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__mirror__axis_x.jpg
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__mirror__axis_y.jpg
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__motion_blur__kernel_11__angle_45deg.jpg
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__motion_blur__kernel_7__angle_0deg.jpg
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__motion_blur__kernel_9__angle_90deg.jpg
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__rotation__angle_-10deg.jpg
FreshFish,Augmented,a_salmon_fresh_05,a_salmon_fresh_05__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_05__rotation__angle_10deg.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__brightness_reduction__factor_0p6.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__contrast_reduction__factor_0p7.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__gaussian_blur__sigma_2p2.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__gaussian_noise__var_0p02.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__mirror__axis_x.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__mirror__axis_y.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__motion_blur__kernel_11__angle_45deg.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__motion_blur__kernel_7__angle_0deg.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__motion_blur__kernel_9__angle_90deg.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__rotation__angle_-10deg.jpg
FreshFish,Augmented,a_salmon_fresh_06,a_salmon_fresh_06__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_06__rotation__angle_10deg.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__brightness_reduction__factor_0p6.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__contrast_reduction__factor_0p7.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__gaussian_blur__sigma_2p2.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__gaussian_noise__var_0p02.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__mirror__axis_x.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__mirror__axis_y.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__motion_blur__kernel_11__angle_45deg.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__motion_blur__kernel_7__angle_0deg.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__motion_blur__kernel_9__angle_90deg.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__rotation__angle_-10deg.jpg
FreshFish,Augmented,a_salmon_fresh_07,a_salmon_fresh_07__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_07__rotation__angle_10deg.jpg
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__brightness_reduction__factor_0p6.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__contrast_reduction__factor_0p7.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__gaussian_blur__sigma_2p2.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__gaussian_noise__var_0p02.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__mirror__axis_x.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__mirror__axis_y.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__motion_blur__kernel_11__angle_45deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__motion_blur__kernel_7__angle_0deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__motion_blur__kernel_9__angle_90deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__rotation__angle_-10deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_08,a_salmon_fresh_08__rotation__angle_10deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__brightness_reduction__factor_0p6.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__contrast_reduction__factor_0p7.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__gaussian_blur__sigma_2p2.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__gaussian_noise__var_0p02.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__mirror__axis_x.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__mirror__axis_y.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__motion_blur__kernel_11__angle_45deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__motion_blur__kernel_7__angle_0deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__motion_blur__kernel_9__angle_90deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__rotation__angle_-10deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_09,a_salmon_fresh_09__rotation__angle_10deg.jpg,ignored,Ignored (Parent in Test),None
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__brightness_reduction__factor_0p6.jpg
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__contrast_reduction__factor_0p7.jpg
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__gaussian_blur__sigma_2p2.jpg
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__gaussian_noise__var_0p02.jpg
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__mirror__axis_x.jpg
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__mirror__axis_y.jpg
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__motion_blur__kernel_11__angle_45deg.jpg
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__motion_blur__kernel_7__angle_0deg.jpg
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__motion_blur__kernel_9__angle_90deg.jpg
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__rotation__angle_-10deg.jpg
FreshFish,Augmented,a_salmon_fresh_10,a_salmon_fresh_10__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_10__rotation__angle_10deg.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__brightness_reduction__factor_0p6.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__contrast_reduction__factor_0p7.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__gaussian_blur__sigma_2p2.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__gaussian_noise__var_0p02.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__mirror__axis_x.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__mirror__axis_y.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__motion_blur__kernel_11__angle_45deg.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__motion_blur__kernel_7__angle_0deg.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__motion_blur__kernel_9__angle_90deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__motion_blur__kernel_9__angle_90deg.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__rotation__angle_-10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__rotation__angle_-10deg.jpg
FreshFish,Augmented,a_salmon_fresh_11,a_salmon_fresh_11__rotation__angle_10deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_11__rotation__angle_10deg.jpg
FreshFish,Augmented,a_salmon_fresh_12,a_salmon_fresh_12__brightness_reduction__factor_0p6.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_12__brightness_reduction__factor_0p6.jpg
FreshFish,Augmented,a_salmon_fresh_12,a_salmon_fresh_12__contrast_reduction__factor_0p7.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_12__contrast_reduction__factor_0p7.jpg
FreshFish,Augmented,a_salmon_fresh_12,a_salmon_fresh_12__gaussian_blur__sigma_2p2.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_12__gaussian_blur__sigma_2p2.jpg
FreshFish,Augmented,a_salmon_fresh_12,a_salmon_fresh_12__gaussian_noise__var_0p02.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_12__gaussian_noise__var_0p02.jpg
FreshFish,Augmented,a_salmon_fresh_12,a_salmon_fresh_12__mirror__axis_x.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_12__mirror__axis_x.jpg
FreshFish,Augmented,a_salmon_fresh_12,a_salmon_fresh_12__mirror__axis_y.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_12__mirror__axis_y.jpg
FreshFish,Augmented,a_salmon_fresh_12,a_salmon_fresh_12__motion_blur__kernel_11__angle_45deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_12__motion_blur__kernel_11__angle_45deg.jpg
FreshFish,Augmented,a_salmon_fresh_12,a_salmon_fresh_12__motion_blur__kernel_7__angle_0deg.jpg,train,Included in Train (Parent in Train),train\FreshFish\a_salmon_fresh_12__motion_blur__kernel_7__angle_0deg.jpg
